Date,TR
1933-04-01,59.849204779880935
1933-05-01,77.1493143954685
1933-06-01,90.46994098860405
1933-07-01,97.88309760447873
1933-08-01,93.09988938760166
1933-09-01,92.41141298306806
1933-10-01,83.51058343210816
1933-11-01,85.61651393651071
1933-12-01,87.37343746575633
1934-01-01,92.46249645059937
1934-02-01,99.39905081266281
1934-03-01,94.40031551991565
1934-04-01,96.07676286192306
1934-05-01,86.4052289235969
1934-06-01,87.64493319566658
1934-07-01,83.59560733776969
1934-08-01,80.42450683763754
1934-09-01,78.5753908668609
1934-10-01,79.29017444926451
1934-11-01,81.60055825950785
1934-12-01,82.22848049422527
1935-01-01,82.32422517507632
1935-02-01,79.93068442946719
1935-03-01,74.9528778714768
1935-04-01,80.66269497997081
1935-05-01,87.09225493732731
1935-06-01,90.49091137673837
1935-07-01,95.3236769187335
1935-08-01,101.861711534516
1935-09-01,104.10544383884307
1935-10-01,106.98092043959434
1935-11-01,117.13069134481395
1935-12-01,117.23069134481396
1936-01-01,123.80567926269106
1936-02-01,131.01796413253228
1936-03-01,133.91579514431996
1936-04-01,134.20596089506543
1936-05-01,127.19425393779912
1936-06-01,132.72763805063894
1936-07-01,140.70957122256172
1936-08-01,143.63844292402308
1936-09-01,145.3973996430262
1936-10-01,153.14457189914958
1936-11-01,157.55153376372036
1936-12-01,154.9820604991007
1937-01-01,159.95217988628565
1937-02-01,164.8381732292402
1937-03-01,164.81570664461492
1937-04-01,155.14192041114794
1937-05-01,148.3825818529954
1937-06-01,142.99125141538443
1937-07-01,151.6676870661523
1937-08-01,153.3925167349443
1937-09-01,131.83948483389773
1937-10-01,112.83045805643022
1937-11-01,103.07534326859947
1937-12-01,101.58898801774016
1938-01-01,104.4311766945788
1938-02-01,102.10550068849452
1938-03-01,95.51991687600949
1938-04-01,91.79182848541075
1938-05-01,92.78742702292612
1938-06-01,95.08326142815751
1938-07-01,114.13993359387013
1938-08-01,114.93879401370715
1938-09-01,109.85048480576208
1938-10-01,122.22743247346833
1938-11-01,122.44017056160901
1938-12-01,118.98882926315008
1939-01-01,117.31649841523846
1939-02-01,116.48789557685272
1939-03-01,116.50459202345341
1939-04-01,101.94708042614671
1939-05-01,105.8244956991503
1939-06-01,107.82193655773958
1939-07-01,110.5781374570152
1939-08-01,109.08983991484982
1939-09-01,120.83641546239484
1939-10-01,122.18994767465303
1939-11-01,120.13902678670482
1939-12-01,117.42629226942906
1940-01-01,116.89441829590628
1940-02-01,116.267462800676
1940-03-01,115.73548879117949
1940-04-01,117.01401641097155
1940-05-01,101.03405080653334
1940-06-01,92.4822743656464
1940-07-01,95.68241761491333
1940-08-01,97.83489440778959
1940-09-01,102.10185981450931
1940-10-01,103.20491968346349
1940-11-01,105.75206093840728
1940-12-01,101.56051327176519
1941-01-01,101.89667307329572
1941-02-01,95.6660661755774
1941-03-01,96.39112761011285
1941-04-01,93.53337695090333
1941-05-01,91.64192349521025
1941-06-01,94.99571342190573
1941-07-01,100.00981476088111
1941-08-01,99.67066451724115
1941-09-01,100.1124625812362
1941-10-01,96.2536987540661
1941-11-01,91.89981117379098
1941-12-01,86.06806979375831
1942-01-01,87.887985873745
1942-02-01,85.28048657423228
1942-03-01,80.79355766407416
1942-04-01,77.5800710816679
1942-05-01,78.61321182383968
1942-06-01,82.71899482480072
1942-07-01,85.93496150687102
1942-08-01,85.57240440398205
1942-09-01,86.60088698052789
1942-10-01,93.11599307027758
1942-11-01,94.74230060188533
1942-12-01,95.36805585681003
1943-01-01,101.20364993960088
1943-02-01,107.34723834247866
1943-03-01,111.28866834625367
1943-04-01,115.13387571626146
1943-05-01,119.78827511999405
1943-06-01,122.02949566190186
1943-07-01,124.67700729725856
1943-08-01,118.64582213968701
1943-09-01,121.30001114643123
1943-10-01,120.3155357308774
1943-11-01,114.87445012473945
1943-12-01,116.5250817999745
1944-01-01,120.41117750925902
1944-02-01,119.72948078974234
1944-03-01,123.2182970139129
1944-04-01,121.21242168680314
1944-05-01,123.48659685339895
1944-06-01,129.43777661373403
1944-07-01,132.94383583618782
1944-08-01,131.13627160702717
1944-09-01,129.12266687541563
1944-10-01,132.435664606545
1944-11-01,131.64858076705775
1944-12-01,134.6600709965769
1945-01-01,138.80591430397865
1945-02-01,143.57379668466905
1945-03-01,143.6091004417407
1945-04-01,147.35566716940124
1945-05-01,153.06623816999632
1945-06-01,155.9931922033286
