,Portfolio
2011-01-13,117.58
2011-01-14,117.57
2011-01-15,117.57
2011-01-16,117.57
2011-01-17,117.67
2011-01-18,117.75
2011-01-19,116.92
2011-01-20,116.31
2011-01-21,115.73
2011-01-22,115.73
2011-01-23,115.73
2011-01-24,115.76
2011-01-25,115.87
2011-01-26,116.31
2011-01-27,116.18
2011-01-28,115.86
2011-01-29,115.86
2011-01-30,115.86
2011-01-31,115.43
2011-02-01,115.96
2011-02-02,116.17
2011-02-03,116.79
2011-02-04,117.17
2011-02-05,117.17
2011-02-06,117.17
2011-02-07,117.79
2011-02-08,117.44
2011-02-09,117.28
2011-02-10,117.35
2011-02-11,117.85
2011-02-12,117.85
2011-02-13,117.85
2011-02-14,118.51
2011-02-15,118.26
2011-02-16,118.49
2011-02-17,118.72
2011-02-18,118.57
2011-02-19,118.57
2011-02-20,118.57
2011-02-21,118.33
2011-02-22,117.42
2011-02-23,116.45
2011-02-24,116.07
2011-02-25,117.1
2011-02-26,117.1
2011-02-27,117.1
2011-02-28,117.59
2011-03-01,117.25
2011-03-02,116.85
2011-03-03,117.2
2011-03-04,116.98
2011-03-05,116.98
2011-03-06,116.98
2011-03-07,116.53
2011-03-08,117.08
2011-03-09,117.13
2011-03-10,116.59
2011-03-11,116.26
2011-03-12,116.26
2011-03-13,116.26
2011-03-14,114.91
2011-03-15,113.79
2011-03-16,113.75
2011-03-17,113.94
2011-03-18,113.87
2011-03-19,113.87
2011-03-20,113.87
2011-03-21,114.75
2011-03-22,114.61
2011-03-23,115.01
2011-03-24,115.35
2011-03-25,115.9
2011-03-26,115.9
2011-03-27,115.9
2011-03-28,115.71
2011-03-29,116.04
2011-03-30,116.61
2011-03-31,116.21
2011-04-01,116.56
2011-04-02,116.56
2011-04-03,116.56
2011-04-04,116.68
2011-04-05,116.81
2011-04-06,116.45
2011-04-07,116.39
2011-04-08,116.05
2011-04-09,116.05
2011-04-10,116.05
2011-04-11,115.86
2011-04-12,115.33
2011-04-13,115.58
2011-04-14,115.83
2011-04-15,116.41
2011-04-16,116.41
2011-04-17,116.41
2011-04-18,116.45
2011-04-19,116.34
2011-04-20,116.75
2011-04-21,116.98
2011-04-22,117.07
2011-04-23,117.07
2011-04-24,117.07
2011-04-25,117.0
2011-04-26,117.28
2011-04-27,117.43
2011-04-28,117.4
2011-04-29,117.52
2011-04-30,117.52
2011-05-01,117.52
2011-05-02,117.57
2011-05-03,117.17
2011-05-04,116.61
2011-05-05,117.3
2011-05-06,117.97
2011-05-07,117.97
2011-05-08,117.97
2011-05-09,118.62
2011-05-10,118.94
2011-05-11,119.04
2011-05-12,119.05
2011-05-13,119.05
2011-05-14,119.05
2011-05-15,119.05
2011-05-16,118.46
2011-05-17,118.2
2011-05-18,118.43
2011-05-19,118.59
2011-05-20,118.97
2011-05-21,118.97
2011-05-22,118.97
2011-05-23,118.48
2011-05-24,118.15
2011-05-25,118.39
2011-05-26,118.76
2011-05-27,118.7
2011-05-28,118.7
2011-05-29,118.7
2011-05-30,118.68
2011-05-31,118.93
2011-06-01,118.42
2011-06-02,117.86
2011-06-03,116.7
2011-06-04,116.7
2011-06-05,116.7
2011-06-06,116.26
2011-06-07,116.05
2011-06-08,115.75
2011-06-09,116.28
2011-06-10,116.23
2011-06-11,116.23
2011-06-12,116.23
2011-06-13,116.13
2011-06-14,116.16
2011-06-15,116.39
2011-06-16,116.34
2011-06-17,115.91
2011-06-18,115.91
2011-06-19,115.91
2011-06-20,115.96
2011-06-21,116.49
2011-06-22,116.44
2011-06-23,116.45
2011-06-24,116.88
2011-06-25,116.88
2011-06-26,116.88
2011-06-27,116.33
2011-06-28,116.5
2011-06-29,116.82
2011-06-30,117.2
2011-07-01,117.72
2011-07-02,117.72
2011-07-03,117.72
2011-07-04,117.87
2011-07-05,118.35
2011-07-06,119.02
2011-07-07,119.34
2011-07-08,119.64
2011-07-09,119.64
2011-07-10,119.64
2011-07-11,119.82
2011-07-12,119.65
2011-07-13,119.33
2011-07-14,119.12
2011-07-15,119.2
2011-07-16,119.2
2011-07-17,119.2
2011-07-18,118.83
2011-07-19,118.93
2011-07-20,118.98
2011-07-21,118.73
2011-07-22,119.34
2011-07-23,119.34
2011-07-24,119.34
2011-07-25,119.42
2011-07-26,118.92
2011-07-27,118.72
2011-07-28,118.72
2011-07-29,118.32
2011-07-30,118.32
2011-07-31,118.32
2011-08-01,118.61
2011-08-02,117.7
2011-08-03,116.81
2011-08-04,115.23
2011-08-05,113.67
2011-08-06,113.67
2011-08-07,113.67
2011-08-08,111.28
2011-08-09,111.64
2011-08-10,111.23
2011-08-11,111.99
2011-08-12,113.01
2011-08-13,113.01
2011-08-14,113.01
2011-08-15,112.8
2011-08-16,113.03
2011-08-17,113.19
2011-08-18,111.74
2011-08-19,110.52
2011-08-20,110.52
2011-08-21,110.52
2011-08-22,110.34
2011-08-23,111.09
2011-08-24,111.28
2011-08-25,110.89
2011-08-26,111.14
2011-08-27,111.14
2011-08-28,111.14
2011-08-29,111.4
2011-08-30,112.59
2011-08-31,113.59
2011-09-01,114.05
2011-09-02,113.26
2011-09-03,113.26
2011-09-04,113.26
2011-09-05,112.65
2011-09-06,112.09
2011-09-07,113.17
2011-09-08,113.41
2011-09-09,113.38
2011-09-10,113.38
2011-09-11,113.38
2011-09-12,112.73
2011-09-13,112.84
2011-09-14,113.21
2011-09-15,113.19
2011-09-16,114.24
2011-09-17,114.24
2011-09-18,114.24
2011-09-19,114.12
2011-09-20,113.95
2011-09-21,113.0
2011-09-22,111.48
2011-09-23,111.33
2011-09-24,111.33
2011-09-25,111.33
2011-09-26,111.74
2011-09-27,112.62
2011-09-28,112.11
2011-09-29,112.02
2011-09-30,112.02
2011-10-01,112.02
2011-10-02,112.02
2011-10-03,111.22
2011-10-04,110.74
2011-10-05,111.28
2011-10-06,112.15
2011-10-07,112.01
2011-10-08,112.01
2011-10-09,112.01
2011-10-10,112.55
2011-10-11,112.88
2011-10-12,113.24
2011-10-13,113.66
2011-10-14,113.65
2011-10-15,113.65
2011-10-16,113.65
2011-10-17,113.77
2011-10-18,114.16
2011-10-19,113.99
2011-10-20,113.94
2011-10-21,114.27
2011-10-22,114.27
2011-10-23,114.27
2011-10-24,115.26
2011-10-25,114.72
2011-10-26,115.29
2011-10-27,115.84
2011-10-28,116.25
2011-10-29,116.25
2011-10-30,116.25
2011-10-31,116.05
2011-11-01,116.1
2011-11-02,115.73
2011-11-03,116.44
2011-11-04,116.58
2011-11-05,116.58
2011-11-06,116.58
2011-11-07,116.49
2011-11-08,116.71
2011-11-09,116.4
2011-11-10,115.96
2011-11-11,116.22
2011-11-12,116.22
2011-11-13,116.22
2011-11-14,116.55
2011-11-15,116.9
2011-11-16,116.54
2011-11-17,115.82
2011-11-18,115.24
2011-11-19,115.24
2011-11-20,115.24
2011-11-21,114.16
2011-11-22,113.85
2011-11-23,113.28
2011-11-24,112.99
2011-11-25,112.7
2011-11-26,112.7
2011-11-27,112.7
2011-11-28,114.07
2011-11-29,114.45
2011-11-30,115.9
2011-12-01,115.78
2011-12-02,116.43
2011-12-03,116.43
2011-12-04,116.43
2011-12-05,116.71
2011-12-06,116.86
2011-12-07,117.19
2011-12-08,116.9
2011-12-09,116.9
2011-12-10,116.9
2011-12-11,116.9
